Volcano Name,Country,Latitude,Longitude,Elevation (m),Type,Status,Last Known Eruption,year,mo,dy,tsu,eq,vei,deaths,damage_mil,houses_destroyed,total_deaths,total_damage_mil
Mayon,Philippines,13.257,123.685,2462,Stratovolcano,Historical,D1,2006,11,30,,,1,1266,,,1266,
Manam,Papua New Guinea,-4.08,145.037,1807,Stratovolcano,Historical,D1,2007,3,,,,4,4,,,4,
"Huila, Nevado del",Colombia,2.93,-76.03,5364,Stratovolcano,Historical,D5,2007,4,18,,,,,,,,
Ritter Island,Papua New Guinea,-5.519,148.115,75,Stratovolcano,Historical,D1,2007,5,19,5758,,1,,,,,
Salak,Indonesia,-6.716,106.733,2218,Stratovolcano,Historical,D2,2007,7,7,,,,6,,,6,
"Tair, Jebel at",Yemen,15.55,41.83,244,Stratovolcano,Historical,D3,2007,9,30,,,,7,,,7,
Chaiten,Chile,-42.833,-72.646,1122,Caldera,Holocene,D1,2008,5,2,,,,1,,,1,
Kasatochi,United States,52.177,-175.508,314,Stratovolcano,Historical,D1,2008,8,8,3587,,3,,,,,
Tungurahua,Ecuador,-1.467,-78.442,5023,Stratovolcano,Historical,D1,2008,8,22,,,3,2,,2,2,
"Huila, Nevado del",Colombia,2.93,-76.03,5364,Stratovolcano,Historical,D5,2008,11,20,,,,10,,,10,
Redoubt,United States,60.485,-152.742,3108,Stratovolcano,Historical,D1,2009,3,23,,,,,,,,
Kilauea,United States,19.421,-155.287,1222,Shield volcano,Historical,D1,2009,11,30,,,,,,,,
Tungurahua,Ecuador,-1.467,-78.442,5023,Stratovolcano,Historical,D1,2010,1,,,,3,,,,,
Eyjafjallajokull,Iceland,63.633,-19.633,1651,Stratovolcano,Historical,D1,2010,3,31,,,2,2,,,2,
Pacaya,Guatemala,14.382,-90.601,2569,Complex volcano,Historical,D1,2010,5,27,,,1,1,,3,1,
Zealandia Bank,United States,16.88,145.85,0,Stratovolcano,Holocene,U,2010,5,29,4822,9172,,,,,,
Karangetang,Indonesia,2.781,125.407,1797,Stratovolcano,Historical,D1,2010,8,6,,,3,4,,,4,
Sinabung,Indonesia,3.17,98.392,2460,Stratovolcano,Holocene,U,2010,8,30,,,,2,,,2,
Merapi,Indonesia,-7.54,110.446,2910,Stratovolcano,Historical,D1,2010,10,26,,,,367,600,,367,600
Tungurahua,Ecuador,-1.467,-78.442,5023,Stratovolcano,Historical,D1,2010,11,,,,3,,,,,
Tengger Caldera,Indonesia,-7.942,112.95,2329,Stratovolcano,Historical,D1,2010,12,28,,,,,,,,
Merapi,Indonesia,-7.54,110.446,2910,Stratovolcano,Historical,D1,2011,1,3,,,,1,,,1,
Kirishimayama,Japan,31.934,130.862,1700,Shield volcano,Historical,D1,2011,1,28,,,,,,,,
Bulusan,Philippines,12.769,124.056,1535,Stratovolcano,Historical,D1,2011,2,23,,,2,1,,,1,
Karangetang,Indonesia,2.781,125.407,1797,Stratovolcano,Historical,D1,2011,3,18,,,,,,,,
Tungurahua,Ecuador,-1.467,-78.442,5023,Stratovolcano,Historical,D1,2011,4,,,,4,,,,,
Puyehue-Cordon Caulle,Chile,-40.59,-72.117,2236,Stratovolcano,Holocene,U,2011,6,4,,,4,,,,,
Nabro,Eritrea,13.37,41.7,2218,Stratovolcano,Holocene,Unknown,2011,6,22,,,4,31,,,31,
Katla,Iceland,63.633,-19.083,1490,Subglacial volcano,Historical,D2,2011,7,9,,,,,,,,
Lokon-Empung,Indonesia,1.358,124.792,1580,Stratovolcano,Historical,D1,2011,7,17,,,,1,,,1,
Gamalama,Indonesia,0.8,127.33,1715,Stratovolcano,Historical,D1,2011,12,27,,,3,4,,,4,
Kilauea,United States,19.421,-155.287,1222,Shield volcano,Historical,D1,2012,2,10,,,,,,,,
Kilauea,United States,19.421,-155.287,1222,Shield volcano,Historical,D1,2012,3,2,,,,,,1,,
Tolbachik,Russia,55.832,160.326,3611,Shield volcano,Historical,D1,2012,12,12,,,,,,,,
Merapi,Indonesia,-7.54,110.446,2910,Stratovolcano,Historical,D1,2013,2,12,,,,1,,,1,
Paluweh,Indonesia,-8.32,121.708,875,Stratovolcano,Historical,D1,2013,2,,,,,,,,,
Mayon,Philippines,13.257,123.685,2462,Stratovolcano,Historical,D1,2013,5,7,,,,5,,,5,
Paluweh,Indonesia,-8.32,121.708,875,Stratovolcano,Historical,D1,2013,8,10,,,3,5,,,5,
Ubinas,Peru,-16.355,-70.903,5672,Stratovolcano,Historical,D1,2013,9,1,,,,,,,,
Aira,Japan,31.593,130.657,1117,Stratovolcano,Historical,D1,2013,9,4,,,,,,,,
Sinabung,Indonesia,3.17,98.392,2460,Stratovolcano,Holocene,U,2013,9,15,,,2,,,,,
Okataina,New Zealand,-38.12,176.5,1111,Lava dome,Historical,D1,2013,12,13,,,,1,,,1,
Sinabung,Indonesia,3.17,98.392,2460,Stratovolcano,Holocene,U,2014,2,1,,,,17,,,17,
Kelud,Indonesia,-7.935,112.314,1730,Stratovolcano,Historical,D1,2014,2,13,,,,7,,4098,7,
Ontakesan,Japan,35.893,137.48,3067,Complex volcano,Historical,D1,2014,9,27,,,3,55,,,55,
Kilauea,United States,19.421,-155.287,1222,Shield volcano,Historical,D1,2014,11,10,,,,,14.5,1,,14.5
Fogo,Cape Verde,14.95,-24.35,2829,Stratovolcano,Historical,D1,2014,11,23,,,,,,230,,
Gamalama,Indonesia,0.8,127.33,1715,Stratovolcano,Historical,D1,2014,12,18,,,,1,,,1,
Sinabung,Indonesia,3.17,98.392,2460,Stratovolcano,Holocene,U,2015,2,20,,,,,,,,
Calbuco,Chile,-41.33,-72.618,1974,Stratovolcano,Historical,D2,2015,4,22,,,,,,,,
Sumisujima,Japan,31.44,140.051,136,Submarine volcano,Historical,D2,2015,5,2,5584,10140,,,,,,
Karangetang,Indonesia,2.781,125.407,1797,Stratovolcano,Historical,D1,2015,5,7,,,,,,,,
Manam,Papua New Guinea,-4.08,145.037,1807,Stratovolcano,Historical,D1,2015,7,31,,,2,,,,,
Sinabung,Indonesia,3.17,98.392,2460,Stratovolcano,Holocene,U,2015,10,16,,,,1,,,1,
Okataina,New Zealand,-38.12,176.5,1111,Lava dome,Historical,D1,2015,10,,,,,1,,,1,
Sinabung,Indonesia,3.17,98.392,2460,Stratovolcano,Holocene,U,2016,5,9,,,,1,,3,1,
Sinabung,Indonesia,3.17,98.392,2460,Stratovolcano,Holocene,U,2016,5,21,,,,7,100,,7,100
Yellowstone,United States,44.43,-110.67,2805,Caldera,Tephrochronology,D7,2016,6,9,,,,1,,,1,
Rinjani,Indonesia,-8.42,116.47,3726,Stratovolcano,Historical,D1,2016,9,27,,,,,,,,
Asosan,Japan,32.884,131.104,1592,Caldera,Historical,D1,2016,10,8,,,,,,,,
Etna,Italy,37.748,14.999,3357,Stratovolcano,Historical,D1,2017,3,15,,,,,,,,
Sinabung,Indonesia,3.17,98.392,2460,Stratovolcano,Holocene,U,2017,4,13,,,2,,,,,
Fuego,Guatemala,14.473,-90.88,3763,Stratovolcano,Historical,D1,2017,6,6,,,2,,,,,
Dieng Volcanic Complex,Indonesia,-7.2,109.879,2565,Complex volcano,Historical,D1,2017,7,1,,,,8,,,8,
Campi Flegrei,Italy,40.827,14.139,458,Caldera,Historical,D5,2017,9,12,,,,3,,,3,
Ambae,Vanuatu,-15.389,167.835,1496,Shield volcano,Historical,D1,2017,9,23,,,,,,,,
Merapi,Indonesia,-7.54,110.446,2910,Stratovolcano,Historical,D1,2017,12,18,,,,8,,,8,
Sinabung,Indonesia,3.17,98.392,2460,Stratovolcano,Holocene,U,2017,12,27,,,,,,,,
Kadovar,Papua New Guinea,-3.608,144.588,365,Stratovolcano,Holocene,U,2018,1,5,,,2,,,,,
Mayon,Philippines,13.257,123.685,2462,Stratovolcano,Historical,D1,2018,1,13,,,2,,3.564,,,3.564
Kusatsu-Shiranesan,Japan,36.618,138.528,2165,Stratovolcano,Historical,D1,2018,1,23,,,1,1,,,1,
Kilauea,United States,19.421,-155.287,1222,Shield volcano,Historical,D1,2018,2,1,,,1,1,,,1,
Kadovar,Papua New Guinea,-3.608,144.588,365,Stratovolcano,Holocene,U,2018,2,9,5676,,2,,,,,
Ijen,Indonesia,-8.058,114.242,2769,Stratovolcano,Historical,D1,2018,3,21,,,,,,,,
Ambae,Vanuatu,-15.389,167.835,1496,Shield volcano,Historical,D1,2018,3,30,,,3,4,,,4,
Kilauea,United States,19.421,-155.287,1222,Shield volcano,Historical,D1,2018,4,28,5678,10332,1,,370,716,,370
Sumisujima,Japan,31.44,140.051,136,Submarine volcano,Historical,D2,2018,5,6,5796,10556,,,,,,
Fuego,Guatemala,14.473,-90.88,3763,Stratovolcano,Historical,D1,2018,6,3,,,2,201,120,186,201,120
Kilauea,United States,19.421,-155.287,1222,Shield volcano,Historical,D1,2018,7,16,,,,,1,,,1
Manam,Papua New Guinea,-4.08,145.037,1807,Stratovolcano,Historical,D1,2018,8,25,,,4,,,164,,
Ambrym,Vanuatu,-16.25,168.12,1334,Pyroclastic shield,Historical,D1,2018,12,15,,10382,2,,,,,
Krakatau,Indonesia,-6.102,105.423,155,Caldera,Historical,D1,2018,12,22,5699,,3,,,,437,250
Etna,Italy,37.748,14.999,3357,Stratovolcano,Historical,D1,2018,12,26,,10383,2,,,,,115
Manam,Papua New Guinea,-4.08,145.037,1807,Stratovolcano,Historical,D1,2019,1,7,,,4,,,,,
Irazu,Costa Rica,9.979,-83.852,3436,Stratovolcano,Historical,D1,2019,5,2,5930,,,,,,,
Sinabung,Indonesia,3.17,98.392,2460,Stratovolcano,Holocene,U,2019,5,7,,,4,,,,,
Ulawun,Papua New Guinea,-5.05,151.33,2334,Stratovolcano,Historical,D1,2019,6,26,,,4,,14,,,14
Manam,Papua New Guinea,-4.08,145.037,1807,Stratovolcano,Historical,D1,2019,6,28,,,4,,,,,
Stromboli,Italy,38.789,15.213,924,Stratovolcano,Historical,D1,2019,7,3,5913,,2,1,,,1,
Stromboli,Italy,38.789,15.213,924,Stratovolcano,Historical,D1,2019,8,28,5716,,2,,,,,
Whakaari/White Island,New Zealand,-37.52,177.18,294,Stratovolcano,Historical,D1,2019,12,9,,,2,22,,,22,
Taal,Philippines,14.002,120.993,311,Stratovolcano,Historical,D1,2020,1,12,,,4,39,67,4573,39,67
Ijen,Indonesia,-8.058,114.242,2769,Stratovolcano,Historical,D1,2020,5,29,5748,10501,,1,,,1,
Sangay,Ecuador,-2.005,-78.341,5286,Stratovolcano,Historical,D1,2021,3,5,,,2,,,,,
Pacaya,Guatemala,14.382,-90.601,2569,Complex volcano,Historical,D1,2021,3,,,,1,,,,,
Soufriere St. Vincent,St. Vincent & the Grenadines,13.33,-61.18,1220,Stratovolcano,Historical,D1,2021,4,9,5905,,4,,325,,,325
Stromboli,Italy,38.789,15.213,924,Stratovolcano,Historical,D1,2021,5,19,5912,,2,,,,,
Nyiragongo,"Congo, DRC",-1.52,29.25,3470,Stratovolcano,Historical,D1,2021,5,22,,10545,2,32,,5000,32,
La Palma,Spain,28.57,-17.83,2426,Stratovolcano,Historical,D1,2021,9,19,,,3,1,924,1345,1,924
Semeru,Indonesia,-8.108,112.922,3657,Stratovolcano,Historical,D1,2021,12,4,,,4,51,20,2970,45,20
Hunga Tonga-Hunga Ha'apai,Tonga,-20.536,-175.382,114,Submarine volcano,Historical,D1,2022,1,15,5824,,5,,16.72,,6,135.368
Popocatepetl,Mexico,19.023,-98.622,5393,Stratovolcano,Historical,D1,2022,6,22,,,2,1,,,1,
Stromboli,Italy,38.789,15.213,924,Stratovolcano,Historical,D1,2022,10,9,5865,,2,,,,,
Stromboli,Italy,38.789,15.213,924,Stratovolcano,Historical,D1,2022,12,4,5868,,2,,,,,
Semeru,Indonesia,-8.108,112.922,3657,Stratovolcano,Historical,D1,2022,12,4,,,4,,,,,
East Epi,Vanuatu,-16.68,168.37,833,Stratovolcano,Historical,D1,2023,1,31,5906,,,,,,,
Bagana,Papua New Guinea,-6.137,155.196,1855,Lava cone,Historical,D1,2023,7,7,,,2,,,,,
Marapi,Indonesia,-0.38,100.474,2885,Complex volcano,Historical,D1,2023,12,3,,,,23,,,23,
Reykjanes,Iceland,63.817,-22.717,140,Crater rows,Historical,D6,2023,12,18,,,,1,,3,1,
Ruang,Indonesia,2.3,125.37,725,Stratovolcano,Historical,D2,2024,4,16,,,,,15.5,3200,,15.5
Ijen,Indonesia,-8.058,114.242,2769,Stratovolcano,Historical,D1,2024,4,20,,,,1,,,1,
Marapi,Indonesia,-0.38,100.474,2885,Complex volcano,Historical,D1,2024,5,11,,,,67,,521,67,
Kanlaon,Philippines,10.412,123.132,2435,Stratovolcano,Historical,D1,2024,6,3,,,,,2.5,2680,,2.5
Sheveluch,Russia,56.653,161.36,3283,Stratovolcano,Historical,D1,2024,8,17,5923,10744,4,,,,,
Lewotobi,Indonesia,-8.542,122.775,1703,Stratovolcano,Historical,D1,2024,11,3,,,,9,,23,9,
Tutupaca,Peru,-17.026,-70.372,5801,Stratovolcano,Historical,D2,,,,,,,,,,,
Porak,Armenia,40.028,45.74,3029,Stratovolcano,Anthropology,D7,,,,,,,,,,,
Erebus,Antarctica,-77.53,167.17,3794,Stratovolcano,Historical,D1,,,,,,,,,,,
"Burney, Monte",Chile,-52.33,-73.4,1758,Stratovolcano,Historical,D2,,,,,,,,,,,
Rasshua,Russia,47.77,153.02,956,Stratovolcano,Historical,D2,,,,,,,,,,,
Emperor of China,Pacific Ocean,-6.62,124.22,-2850,Submarine volcano,Uncertain,Unknown,,,,,,,,,,,
Elmenteita Badlands,Kenya,-0.52,36.27,2126,Pyroclastic cone,Holocene,U,,,,,,,,,,,
Voyampolsky,Russia,58.374,160.631,1103,Shield volcano,Holocene,U,,,,,,,,,,,
Mashu,Japan,43.572,144.561,857,Caldera,Radiocarbon,D6,,,,,,,,,,,
"Negra, Sierra",Ecuador,-0.83,-91.17,1124,Shield volcano,Historical,D1,,,,,,,,,,,
Toney Mountain,Antarctica,-75.8,-115.83,3595,Shield volcano,Holocene,Unknown,,,,,,,,,,,
Yanteles,Chile,-43.469,-72.782,1790,Stratovolcano,Historical,D3,,,,,,,,,,,
Verkhovoy,Russia,56.52,159.53,1400,Shield volcano,Holocene,U,,,,,,,,,,,
Suswa,Kenya,-1.151,36.357,2356,Shield volcano,Holocene,U,,,,,,,,,,,
Barcena,Mexico,19.3,-110.82,332,Cinder cone,Historical,D2,,,,,,,,,,,
Krainy,Russia,56.37,159.03,1554,Shield volcano,Holocene,U,,,,,,,,,,,
Conchagua,El Salvador,13.277,-87.853,1250,Stratovolcano,Uncertain,Unknown,,,,,,,,,,,
Halla,South Korea,33.361,126.53,1919,Shield volcano,Historical,D6,,,,,,,,,,,
Unnamed,Atlantic Ocean,7,-21.83,-1415,Submarine volcano,Uncertain,Unknown,,,,,,,,,,,
Chinameca,El Salvador,13.478,-88.33,1300,Stratovolcano,Holocene,U,,,,,,,,,,,
Mandalagan,Philippines,10.65,123.25,1885,Stratovolcano,Holocene,U,,,,,,,,,,,
Sete Cidades,Portugal,37.865,-25.785,842,Stratovolcano,Historical,D3,,,,,,,,,,,
Boomerang Seamount,Antarctica,-37.721,77.825,-650,Submarine volcano,Historical,D2,,,,,,,,,,,
Huequi,Chile,-42.377,-72.578,1318,Stratovolcano,Historical,D2,,,,,,,,,,,
Carlisle,United States,52.894,-170.054,1620,Stratovolcano,Historical,D3,,,,,,,,,,,
Tahual,Guatemala,14.43,-89.9,1716,Stratovolcano,Holocene,U,,,,,,,,,,,
Arenales,Chile,-47.2,-73.483,3437,Stratovolcano,Historical,D2,,,,,,,,,,,
Bogoslof,United States,53.93,-168.03,150,Submarine volcano,Historical,D1,,,,,,,,,,,
Griggs,United States,58.354,-155.092,2317,Stratovolcano,Holocene,U,,,,,,,,,,,
Rucharuyama [Golets-Tornyi Group],Russia,45.25,148.35,442,Pyroclastic cone,Holocene,Unknown,,,,,,,,,,,
"Sawad, Harra Es-",Yemen,13.58,46.12,1737,Volcanic field,Historical,D6,,,,,,,,,,,
Mentolat,Chile,-44.7,-73.08,1660,Cinder cone,Holocene,U,,,,,,,,,,,
Southern EPR at 8°S,Pacific Ocean,-8.27,-107.95,-2800,Submarine volcano,Historical,D2,,,,,,,,,,,
Srednii,Russia,47.6,152.92,36,Submarine volcano,Holocene,U,,,,,,,,,,,
Kostakan,Russia,53.83,158.05,1150,Stratovolcano,Tephrochronology,D7,,,,,,,,,,,
"Nevada, Sierra",Argentina,-26.48,-68.58,6173,Stratovolcano,Holocene,U,,,,,,,,,,,
Jocotitlan,Mexico,19.73,-99.758,3900,Stratovolcano,Radiocarbon,D6,,,,,,,,,,,
Babuyan Claro,Philippines,19.524,121.95,1064,Stratovolcano,Historical,D2,,,,,,,,,,,
"Ciguatepe, Cerro El",Nicaragua,12.53,-86.142,603,Stratovolcano,Holocene,Unknown,,,,,,,,,,,
Veer,Russia,53.75,158.45,520,Stratovolcano,Radiocarbon,D7,,,,,,,,,,,
Malabar,Indonesia,-7.13,107.65,2343,Stratovolcano,Holocene,Unknown,,,,,,,,,,,
Hengill,Iceland,64.083,-21.416,803,Crater rows,Radiocarbon,D6,,,,,,,,,,,
Iwatesan,Japan,39.853,141.001,2038,Complex volcano,Historical,D2,,,,,,,,,,,
Biliran,Philippines,11.523,124.535,1301,Compound volcano,Historical,D2,,,,,,,,,,,
Ruby,United States,15.62,145.57,-230,Submarine volcano,Historical,D2,,,,,,,,,,,
Alngey,Russia,57.702,160.418,1822,Stratovolcano,Holocene,U,,,,,,,,,,,
Flores,Portugal,39.462,-31.216,914,Stratovolcano,Radiocarbon,D7,,,,,,,,,,,
Unnamed,Tanzania,-8.63,33.57,0,Pyroclastic cone,Holocene,U,,,,,,,,,,,
Curacoa,Tonga,-15.62,-173.67,-33,Submarine volcano,Historical,D2,,,,,,,,,,,
Ta'u,United States,-14.23,-169.454,931,Shield volcano,Holocene,U,,,,,,,,,,,
"Misti, El",Peru,-16.294,-71.409,5822,Stratovolcano,Historical,D4,,,,,,,,,,,
Ruruidake [Smirnov],Russia,44.454,146.139,1486,Stratovolcano,Holocene,U,,,,,,,,,,,
Todra Volcanic Field,Chad,17.68,8.5,1780,Volcanic field,Holocene,U,,,,,,,,,,,
Tunkin Depression,Russia,51.5,102.5,1200,Volcanic field,Holocene,U,,,,,,,,,,,
San Borja Volcanic Field,Mexico,28.5,-113.75,1360,Cinder cone,Holocene,U,,,,,,,,,,,
"Blanca, Laguna",Argentina,-39.02,-70.37,1700,Volcanic field,,Unknown,,,,,,,,,,,
Newberry,United States,43.722,-121.229,2434,Shield volcano,Radiocarbon,D6,,,,,,,,,,,
Sairecabur,Bolivia,-22.719,-67.891,5961,Stratovolcano,Holocene,U,,,,,,,,,,,
Doma Peaks,Papua New Guinea,-5.9,143.15,3568,Stratovolcano,Holocene,Unknown,,,,,,,,,,,
Carrizozo,United States,33.78,-105.93,1731,Cinder cone,Holocene,U,,,,,,,,,,,
San Francisco Volcanic Field,United States,35.347,-111.678,3850,Cinder cone,Dendrochronology,D6,,,,,,,,,,,
Unnamed,Russia,56.82,158.95,1185,Shield volcano,Holocene,U,,,,,,,,,,,
Palena Volcanic Group,Chile,-43.42,-72.83,2991,Stratovolcano,Historical,D3,,,,,,,,,,,
Pendan,Indonesia,-2.82,102.02,0,Unknown,Holocene,U,,,,,,,,,,,
Sibualbuali,Indonesia,1.556,99.255,1819,Stratovolcano,Holocene,Unknown,,,,,,,,,,,
Aliso,Ecuador,-0.53,-78,4267,Stratovolcano,,D7,,,,,,,,,,,
Lautaro,Chile,-49.019,-73.504,3542,Stratovolcano,Historical,D2,,,,,,,,,,,
Toliman,Guatemala,14.612,-91.189,3158,Stratovolcano,Holocene,U,,,,,,,,,,,
Dalaffilla,Ethiopia,13.792,40.55,613,Stratovolcano,Holocene,U,,,,,,,,,,,
Cayambe,Ecuador,0.029,-77.986,5790,Compound volcano,Historical,D4,,,,,,,,,,,
Raususan [Mendeleev],Russia,43.979,145.733,882,Stratovolcano,Historical,D3,,,,,,,,,,,
Chiquimula Volcanic Field,Guatemala,14.83,-89.55,1192,Cinder cone,Holocene,U,,,,,,,,,,,
Bridge River Cones,Canada,50.8,-123.4,2500,Volcanic field,Holocene,U,,,,,,,,,,,
Unnamed,Atlantic Ocean,-3.5,-24.5,-5300,Submarine volcano,Uncertain,Unknown,,,,,,,,,,,
Gedemsa,Ethiopia,8.357,39.188,1873,Caldera,Holocene,U,,,,,,,,,,,
Unnamed,Taiwan,19.17,132.25,-10,Submarine volcano,Uncertain,Unknown,,,,,,,,,,,
Andahua-Orcopampa,Peru,-15.42,-72.33,4713,Lava dome,Holocene,U,,,,,,,,,,,
Dabbayra,Ethiopia,12.38,40.07,1302,Shield volcano,Holocene,U,,,,,,,,,,,
Sekincau Belirang,Indonesia,-5.107,104.317,1717,Caldera,Fumarolic,U,,,,,,,,,,,
Titila,Russia,57.406,160.108,1523,Shield volcano,Holocene,U,,,,,,,,,,,
West Eifel Volcanic Field,Germany,50.17,6.85,600,Maar,Radiocarbon,D7,,,,,,,,,,,
Mammoth Mountain,United States,37.631,-119.032,3369,Cinder cone,Holocene,U,,,,,,,,,,,
Numazawa,Japan,37.444,139.566,835,Shield volcano,Radiocarbon,D7,,,,,,,,,,,
May-ya-moto,"Congo, DRC",-0.93,29.33,950,Fumarole field,Fumarolic,Unknown,,,,,,,,,,,
Ale Bagu,Ethiopia,13.512,40.631,988,Stratovolcano,Holocene,U,,,,,,,,,,,
Toroeng Prong,Vietnam,14.93,108,800,Cinder cone,Holocene,Unknown,,,,,,,,,,,
Todoko-Ranu,Indonesia,1.25,127.47,979,Caldera,Holocene,U,,,,,,,,,,,
Berutarubesan [Berutarube],Russia,44.462,146.932,1221,Stratovolcano,Holocene,U,,,,,,,,,,,
Bliznetsy,Russia,57.35,161.37,265,Lava cone,Radiocarbon,D7,,,,,,,,,,,
Purico Complex,Chile,-23,-67.75,5703,Pyroclastic shield,Holocene,U,,,,,,,,,,,
Morning,Antarctica,-78.5,163.53,2723,Shield volcano,Holocene,U,,,,,,,,,,,
Rungwe,Tanzania,-9.135,33.668,2953,Stratovolcano,Holocene,U,,,,,,,,,,,
Mascota Volcanic Field,Mexico,20.567,-104.817,2525,Shield volcano,Holocene,U,,,,,,,,,,,
Patuha,Indonesia,-7.162,107.4,2422,Stratovolcano,Holocene,U,,,,,,,,,,,
Llullaillaco,Argentina,-24.72,-68.53,6739,Stratovolcano,Historical,D3,,,,,,,,,,,
Uratman,Russia,47.12,152.25,678,Somma volcano,Holocene,U,,,,,,,,,,,
Pulosari,Indonesia,-6.343,105.978,1324,Caldera,Holocene,U,,,,,,,,,,,
Shiretoko-Iozan,Japan,44.133,145.161,1562,Stratovolcano,Historical,D2,,,,,,,,,,,
Tralihue,Chile,-38.509,-70.898,2448,Cinder cone,Holocene,U,,,,,,,,,,,
Tana,United States,52.83,-169.77,1170,Stratovolcanoes,Holocene,U,,,,,,,,,,,
Jingpohu,China,44.08,128.83,1000,Volcanic field,Radiocarbon,D7,,,,,,,,,,,
San Quintin Volcanic Field,Mexico,30.468,-115.996,260,Cinder cone,Holocene,U,,,,,,,,,,,
Pavlof,United States,55.417,-161.894,2493,Stratovolcano,Historical,D1,,,,,,,,,,,
East Chamo Basin,Ethiopia,5.708,37.713,1150,Cinder cone,Holocene,U,,,,,,,,,,,
Indian Heaven,United States,45.93,-121.82,1806,Shield volcano,Radiocarbon,D7,,,,,,,,,,,
Geodesistoy,Russia,56.33,158.67,1170,Shield volcano,Holocene,U,,,,,,,,,,,
Hertali,Ethiopia,9.78,40.33,900,Fissure vent,Holocene,U,,,,,,,,,,,
Lake Turkana Central Island,Kenya,3.496,36.04,518,Stratovolcano,Holocene,U,,,,,,,,,,,
Brushy Butte,United States,41.178,-121.443,1174,Shield volcano,Holocene,Unknown,,,,,,,,,,,
Adams Seamount,Pacific Ocean,-25.37,-129.27,-39,Submarine,,D7,,,,,,,,,,,
Sofugan,Japan,29.794,140.342,99,Submarine volcano,Uncertain,Unknown,,,,,,,,,,,
Robinson Crusoe,Chile,-33.658,-78.85,922,Shield volcano,Historical,D3,,,,,,,,,,,
Nejapa-Miraflores,Nicaragua,12.12,-86.32,360,Fissure vent,Holocene,U,,,,,,,,,,,
Hofsjokull,Iceland,64.833,-18.766,1765,Subglacial volcano,Holocene,U,,,,,,,,,,,
San Jose,Argentina,-33.789,-69.895,6070,Stratovolcano,Historical,D2,,,,,,,,,,,
Miniques,Chile,-23.82,-67.77,5910,Stratovolcano,Holocene,U,,,,,,,,,,,
Kagamil,United States,52.974,-169.72,893,Stratovolcano,Historical,D2,,,,,,,,,,,
Buzzard Creek,United States,64.062,-148.433,830,Tuff rings,Radiocarbon,D7,,,,,,,,,,,
Fonuafo'ou,Tonga,-20.32,-175.42,-17,Submarine volcano,Historical,D2,,,,,,,,,,,
Lopevi,Vanuatu,-16.507,168.346,1413,Stratovolcano,Historical,D1,,,,,,,,,,,
Rajabasa,Indonesia,-5.78,105.625,1281,Stratovolcano,Fumarolic,U,,,,,,,,,,,
Agua,Guatemala,14.465,-90.743,3760,Stratovolcano,Holocene,U,,,,,,,,,,,
Santa Isabel,Colombia,4.818,-75.365,4944,Shield volcano,Radiocarbon,D7,,,,,,,,,,,
South Sister,United States,44.1,-121.77,3157,Complex volcano,Radiocarbon,D7,,,,,,,,,,,
Las Pilas-El Hoyo Complex,Nicaragua,12.495,-86.688,1088,Complex volcano,Historical,D2,,,,,,,,,,,
Calatrava Volcanic Field,Spain,38.87,-4.02,1117,Pyroclastic cones,Radiocarbon,D7,,,,,,,,,,,
Kutum Volcanic Field,Sudan,14.57,25.85,1779,Scoria cone,Holocene,Unknown,,,,,,,,,,,
Kanaga,United States,51.923,-177.168,1307,Stratovolcano,Historical,D1,,,,,,,,,,,
Ghegham Volcanic Ridge,Armenia,40.283,45,3597,Volcanic field,Holocene,U,,,,,,,,,,,
Yoteizan,Japan,42.827,140.812,1888,Stratovolcano,Radiocarbon,D7,,,,,,,,,,,
Oki-Dogo,Japan,36.176,133.334,151,Shield volcano,Anthropology,U,,,,,,,,,,,
Loloru,Papua New Guinea,-6.52,155.62,1887,Pyroclastic shield,Radiocarbon,D7,,,,,,,,,,,
Black Butte Crater Lava Field,United States,43.183,-114.352,1478,Cinder cone,Holocene,Unknown,,,,,,,,,,,
Genovesa,Ecuador,0.32,-89.958,64,Shield volcano,Holocene,U,,,,,,,,,,,
Taburete,El Salvador,13.435,-88.532,1172,Stratovolcano,Holocene,U,,,,,,,,,,,
Haut Dong Nai,Vietnam,11.6,108.2,1000,Volcanic field,Holocene,Unknown,,,,,,,,,,,
Alcedo,Ecuador,-0.43,-91.12,1130,Shield volcano,Historical,D1,,,,,,,,,,,
Level Mountain,Canada,58.42,-131.35,2164,Shield volcano,Holocene,U,,,,,,,,,,,
Recheschnoi,United States,53.157,-168.539,1984,Stratovolcano,Holocene,U,,,,,,,,,,,
Bufumbira,Uganda,-1.304,29.683,2100,Cinder cone,Holocene,Unknown,,,,,,,,,,,
Ilimuda,Indonesia,-8.479,122.761,881,Stratovolcano,Fumarolic,U,,,,,,,,,,,
Golden Trout Creek,United States,36.358,-118.32,2886,Volcanic field,Tephrochronology,D7,,,,,,,,,,,
Marion Island,South Africa,-46.9,37.75,1230,Shield volcano,Historical,D1,,,,,,,,,,,
Tuya Volcanic Field,Canada,59.37,-130.58,2123,Volcanic field,Holocene,U,,,,,,,,,,,
Hayes,United States,61.64,-152.411,3034,Stratovolcano,Radiocarbon,D6,,,,,,,,,,,
Fort Selkirk,Canada,62.93,-137.38,1239,Volcanic field,Holocene,U,,,,,,,,,,,
Coatepeque Caldera,El Salvador,13.87,-89.55,746,Caldera,Holocene,U,,,,,,,,,,,
